Width,Height,Die #,New Die ID Format,# Per Page,Description,Shape,Corner,# Per Stroke,Strokes Per Page,Image,Prodcut Type,Cutter
2.5,7.75,P0206,P0206,8,Rectangle,,Square,4,2,https://media.magnetguys.com/diecut_proof/D__P0206__2.5-x-7.75_P0206_Square-corner_template.jpg,Magnets,Preco
5,2.25,P0207,P0207,14,Propane Tank,,NA,2,7,#N/A,Magnets,Preco
2.88,1.38,P0208,P0208,42,Ambulance,,NA,21,2,https://media.magnetguys.com/diecut_proof/D__P0208__2.88-x1.38_P0208_CM42114_Ambulance-Shape.jpg,Magnets,Preco
4,6,P0209,P0209,6,House,,NA,2,3,#N/A,Magnets,Preco
5.5,3,P0210,P0210,9,Football,,NA,3,3,https://media.magnetguys.com/diecut_proof/D__P0210__3-x-5.5_P0210_CM218135_Football-Shape.jpg,Magnets,Preco
3.44,3.44,P0211,P0211,8,Award Seal,,NA,4,2,#N/A,Magnets,Preco
4,9,P0212,P0195-P0212,4,Rectangle - See also P0195,,Round,2,2,#N/A,Magnets,Preco
4,5,P0213,P0213,8,Rectangle,,Round,4,2,#N/A,Magnets,Preco
4.28,2.25,P0214,P0214,8,Oklahoma,,NA,4,2,#N/A,Magnets,Preco
6.09,4.3448,P0215,P0121-P0215,6,Rectangle -(See also P0121),,NA,3,2,#N/A,Magnets,Preco
6,9,P0216,P0216,3,Rectangle,,Round,1,3,#N/A,Magnets,Preco
3.5,9,P0217,P0217,6,Rectangle,Square,Square,3,2,#N/A,Magnets,Preco
3.5,8.5,P0218,P0218,6,Rectangle,,Square,3,2,#N/A,Magnets,Preco
5.5,4.25,P0219,P0219,6,Rectangle,,Square,2,3,#N/A,Magnets,Preco
7.375,10.5,P0220,P0220,2,Rectangle,,Round,1,2,#N/A,Magnets,Preco
7.5,5.5,P0221,P0221,4,Cross,,NA,2,2,#N/A,Magnets,Preco
3.75,5.25,P0222,P0222,8,Rectangle,,Round,4,2,#N/A,Magnets,Preco
2.25,3.5,P0223,P0223,20,Morter & Pestal,,NA,4,5,https://media.magnetguys.com/diecut_proof/D__P0223__2.25-x-3.5_P0223_CM212076_Mortar-&-Pestle-Shape.jpg,Magnets,Preco
3.25,1.375,P0224,P0224,30,Eye glasses Shape,,NA,6,5,https://media.magnetguys.com/diecut_proof/D__P0224__3.25-x-1.375_CM218173_P0224_EyeGlasses-Shaped.jpg,Magnets,Preco
3.25,3,P0225,P0225,18,Big Heart,Shaped,NA,3,6,https://media.magnetguys.com/diecut_proof/D__P0225__3.25-x-3_P0225_CM218148_Big-Heart-Shape.jpg,Magnets,Preco
8,10,P0226,P0226-P1169,2,Rectangle ( See also P1169 ),,Square,1,2,#N/A,Magnets,Preco
3.5,2.5,P0227,P0137-P0227,18,House (see also P0137),,NA,9,2,https://media.magnetguys.com/diecut_proof/D__P0137-P0227__3.5-x-2.5_P0137-P0227_CM212183_House-Shape.jpg,Magnets,Preco
3.33,3.41,P0228,P0228,15,Michigan,,NA,3,5,https://media.magnetguys.com/diecut_proof/D__P0228__3.3367-x-3.416_P0228_CM212190_Michigan-Shape.jpg,Magnets,Preco
3.1315,3.1315,P0229,P0229,15,Sheild,,NA,5,3,#N/A,Magnets,Preco
4,8.5,P0230,P0230,4,Rectangle,,Square,2,2,#N/A,Magnets,Preco
7.944,3.9,P0231,P0231,4,Tiger Mascot,,NA,2,2,#N/A,Magnets,Preco
4.5,11,P0232,P0232,3,Rectangle,,Round,1,3,#N/A,Magnets,Preco
6.625,1.58,P0233,P0233-P0299,12,Tractor Trailer (See also P0299),,NA,6,2,#N/A,Magnets,Preco
5.5,3,P0234,P0234,9,Rectangle,Square,Square,3,3,https://media.magnetguys.com/diecut_proof/D__P0234__3-x-5.5_P0234_Square-corner.jpg,Magnets,Preco
4.7,4.89,P0235,P0235,6,Minnestoa,,NA,2,3,#N/A,Magnets,Preco
4.6,1.87,P0236,P0236,15,Shuttle Van,,NA,5,3,#N/A,Magnets,Preco
9,4,P0237,P0237,4,Rectangle,,Square,2,2,#N/A,Magnets,Preco
7.37,8.75,P0238,P0238,2,Rectangle,,Square,1,2,#N/A,Magnets,Preco
10,5,P0239,P0239,3,Rectangle,,Round,1,3,#N/A,Magnets,Preco
8,8,P0240,P0240,2,Circle,Circle,NA,1,2,#N/A,Magnets,Preco
5.75,5.75,P0241,P0241,4,Paw Print,,NA,2,2,#N/A,Magnets,Preco
3.75,1.75,P0242,P0242,20,Sunglass Shape,,NA,10,2,#N/A,Magnets,Preco
5,5,P0243,P0243,6,Picture Frame,Picture Frame,Square,2,3,#N/A,Magnets,Preco
7.37,7.37,P0244,P0244,2,Square,,Square,1,2,#N/A,Magnets,Preco
10,10,P0245,P0245,1,Rectangle,,Square,1,1,#N/A,Magnets,Preco
4,2,P0246,P0246,20,Truck,,NA,10,2,#N/A,Magnets,Preco
3,3,P0247,P0247,15,Circle Top Square,Circle,NA,3,5,https://media.magnetguys.com/diecut_proof/D__P0247__3-x-3_P0247_CM217299_Circle-Top_Round-Corners.jpg,Magnets,Preco
7.0347,2.7,P0248,P0248,6,Custm Shape,,NA,3,2,#N/A,Magnets,Preco
5.31,5.31,P0249,P0249,6,Circle,Circle,NA,2,3,#N/A,Magnets,Preco
3.72,4.69,P0250,P0250-P0368,8,House (See also P0368),,NA,4,2,#N/A,Magnets,Preco
6,9,P0251,P0251,3,Rectangle,,Square,1,3,#N/A,Magnets,Preco
3.25,3.125,P0252,P0252,15,Paw Print,,NA,3,5,https://media.magnetguys.com/diecut_proof/D__P0252__3.25-x-3.125_P0252_CM21782_Paw-Shape.jpg,Magnets,Preco
10,7,P0253,P0253,2,Rectangle,,Square,1,2,#N/A,Magnets,Preco
5,1.5,P0254,P0254,18,Rectangle,,Round,6,3,https://media.magnetguys.com/diecut_proof/D__P0254__5-x-1.5_P0254_Round-corner.jpg,Magnets,Preco
4,2.5,P0255,P0255,16,Rectangle,,Square,8,2,https://media.magnetguys.com/diecut_proof/D__P0255__4-x-2.5_P0255_Square-corner.jpg,Magnets,Preco
9.75,1.75,P0256,P0256,5,Rectangle,,Square,5,1,https://media.magnetguys.com/diecut_proof/D__P0256__9.75-x-1.75_P0256_square-corner_template.jpg,Magnets,Preco
7.9,4.8,P0257,P0257,4,Muscle Eagle,,NA,2,2,#N/A,Magnets,Preco
4.09,1.66,P0258,P0258,20,Oil Tanker Truck,,NA,10,2,#N/A,Magnets,Preco
5.5,8,P0259,P0152-P0259-P1213,4,Rectangle(See also P0152-P1213),,Round,2,2,#N/A,Magnets,Preco
3.5,5.5,P0260,P0260,10,Oval,Oval,NA,2,5,#N/A,Magnets,Preco
3.5,4.5,P0261,P0261,9,Picture Frame with Paw punch out,Picture Frame,Round,3,3,#N/A,Magnets,Preco
2.75,3.25,P0262,P0262,18,Rectangle,,Square,9,2,https://media.magnetguys.com/diecut_proof/D__P0262__2.75-x-3.25_P0262_square-corner_template.jpg,Magnets,Preco
2.4211,3.6953,P0263,P0263,16,2 wheeler,,NA,8,2,#N/A,Magnets,Preco
7.25,3,P0264,P0264,6,Polygon,,NA,3,2,#N/A,Magnets,Preco
7,1.5384,P0265,P0265,12,Custom Shape,,NA,6,2,#N/A,Magnets,Preco
6,10,P0266,P0266,3,Rectangle,,Round,1,3,#N/A,Magnets,Preco
6,4.25,P0267,P0118-P0145-P0267,6,Rectangle (See also P0118-P0145 ),,Round,3,2,#N/A,Magnets,Preco
3.5,2.5,P0268,P0268,18,Rectangle,,Square,9,2,https://media.magnetguys.com/diecut_proof/D__P0268__3.5-x-2.5_P0268_Square-corner.jpg,Magnets,Preco
3.5,6.5,P0269,P0269,6,Rectangle,,Square,3,2,#N/A,Magnets,Preco
2.37,4,P0270,P0270,16,Van,,NA,8,2,#N/A,Magnets,Preco
5,7.25,P0271,P0271,4,Rectangle,,Square,2,2,#N/A,Magnets,Preco
5.75,2.75,P0272,P0272,9,Van,,NA,3,3,#N/A,Magnets,Preco
4.125,1.875,P0273,P0273,20,Semi Truck,,NA,10,2,#N/A,Magnets,Preco
3.5,8,P0274,P0274,6,Rectangle,,Square,3,2,#N/A,Magnets,Preco
5,7,P0275,P0275,4,Picture Frame (Punch out: 3.75x5.75),Picture Frame,Square,2,2,#N/A,Magnets,Preco
2.75,2.75,P0276,P0276-P1326,18,Circle (See also P1326),Circle,NA,9,2,https://media.magnetguys.com/diecut_proof/D__P0276-P1326__2.75_P0276-P1326_Circle.jpg,Magnets,Preco
3.0968,1.8856,P0277,P0277,25,Custom Shape,,NA,5,5,#N/A,Magnets,Preco
7,9,P0278,P0278,2,Oval,Oval,NA,1,2,#N/A,Magnets,Preco
4.25,4.25,P0279,P0279,8,Circle,Circle,NA,4,2,#N/A,Magnets,Preco
4.5,5.75,P0280,P0280,6,Rectangle,,Square,2,3,#N/A,Magnets,Preco
1.5,1.5,P0281,P0281,60,Circle,Circle,NA,30,2,#N/A,Magnets,Preco
4.5,7,P0282,P0282,4,Rectangle,,Square,2,2,#N/A,Magnets,Preco
3.5,9.5,P0283,P0283,4,Rectangle,,Round,2,2,#N/A,Magnets,Preco
3,2.25,P0284,P0284,20,Rectangle,,Square,4,5,https://media.magnetguys.com/diecut_proof/D__P0284__3-x-2.25_P0284_Square-corner.jpg,Magnets,Preco
10,4,P0285,P0285,4,Rectangle,,Round,2,2,#N/A,Magnets,Preco
3,3.75,P0286,P0286,12,Rectangle,,Square,6,2,https://media.magnetguys.com/diecut_proof/D__P0286__3-x-3.75_P0286_square-corner_template.jpg,Magnets,Preco
4.5,1.65,P0287,P0287,24,Police Car,,NA,6,4,#N/A,Magnets,Preco
1.75,1.87,P0288,P0288,45,Mouth,,NA,5,9,#N/A,Magnets,Preco
2.6932,3.0612,P0289,P0289,15,Custom,,NA,3,5,#N/A,Magnets,Preco
1.15,4.65,P0290,P0290,24,Custom,,NA,8,3,#N/A,Magnets,Preco
5.5,8.5,P0291,P0291,3,Rectangle,,Round,1,3,#N/A,Magnets,Preco
3.5,5,P0292,P0292,10,Oval,Oval,NA,2,5,#N/A,Magnets,Preco
6.5,6.5,P0293,P0293,2,Measuring Cup,,NA,1,2,#N/A,Magnets,Preco
2,4.5,P0294,P0294,15,Rectangle,,Square,5,3,https://media.magnetguys.com/diecut_proof/D__P0294__2-x-4.5_P0294_Square-Corner.jpg,Magnets,Preco
5,6.5,P0295,P0295,4,Picture Frame with word phrases-Square,Picture Frame,Round,2,2,#N/A,Magnets,Preco
5,5.5,P0296,P0296,6,Rectangle,,Round,2,3,#N/A,Magnets,Preco
3.5,8.25,P0297,P0297,6,Magna Phrase w/ Business Card,,Square,3,2,#N/A,Magnets,Preco
3.5,4.5,P0298,P0298,9,Picture Frame with House punch out,Picture Frame,Round,3,3,#N/A,Magnets,Preco
6.625,1.58,P0299,P0233-P0299,12,Tractor Trailer (See also P0233),,NA,6,2,#N/A,Magnets,Preco
3.5,2,P0300,P0300,20,Puzzle Shape,,Sqaure,10,2,https://media.magnetguys.com/diecut_proof/D__P0300__3.5-x-2_P0300_CM212232_Puzzle-Shape.jpg,Magnets,Preco
6,2,P0301,P0301,15,Rectangle,,Round,5,3,https://media.magnetguys.com/diecut_proof/D__P0301__6-x-2_P0301_Round-corner.jpg,Magnets,Preco
8.5,6,P0302,P0302,3,Rectangle,,Sqaure,1,3,#N/A,Magnets,Preco
3.5,3.75,P0303,P0303,12,Rectangle,,Sqaure,6,2,https://media.magnetguys.com/diecut_proof/D__P0303__3.5-x-3.75_P0303_Square-Corner.jpg,Magnets,Preco
2.37,2.12,P0304,P0304,28,Small Heart Shape,,NA,4,7,https://media.magnetguys.com/diecut_proof/D__P0304__2.37-x-2.12_P0304_CM211120_Small-Heart-Shape.jpg,Magnets,Preco
7.7,6.5,P0305,P0305,1,Police Shield,,NA,1,1,#N/A,Magnets,Preco
6,2.5,P0306,P0306,8,Rectangle,,Round,4,2,#N/A,Magnets,Preco
1.75,9,P0307,P0307,10,Rectangle,,Sqaure,5,2,https://media.magnetguys.com/diecut_proof/D__P0307__1.75-x-9_P0307_square-corner_template.jpg,Magnets,Preco
7,7,P0308,P0308,2,Circle,Circle,NA,1,2,#N/A,Magnets,Preco
7.3085,7.635,P0309,P0309,1,Window Cling,,NA,1,1,#N/A,Magnets,Preco
4,4.75,P0310,P0310,8,Rectangle,,Sqaure,4,2,#N/A,Magnets,Preco
3.7,4.25,P0311,P0311,12,Custom Shape- Flags,,NA,4,3,#N/A,Magnets,Preco
5.5,6,P0312,P0312,3,Rectangle,,Round,1,3,#N/A,Magnets,Preco
4,1.9,P0313,P0313,20,Train Engine Shape,,NA,5,4,#N/A,Magnets,Preco
2.5,4,P0314,P0314,16,Rectangle,,Round,8,2,https://media.magnetguys.com/diecut_proof/D__P0314__2.5-x-4_P0314_Round-corner.jpg,Magnets,Preco
3.75,6,P0315,P0315,6,Rectangle,,Sqaure,3,2,#N/A,Magnets,Preco
3.25,2.53,P0316,P0316,20,Connecticut,,NA,4,5,https://media.magnetguys.com/diecut_proof/D__P0316__3.25-x-2.53_P0316_CM212098_Connecticut-Shape.jpg,Magnets,Preco
3,4.25,P0317,P0317,12,Rectangle,,Round,6,2,https://media.magnetguys.com/diecut_proof/D__P0317__4.25-x-3_P0317_Round-corner.jpg,Magnets,Preco
2.5,2.5,P0318,P0318,24,Square,,Sqaure,12,2,https://media.magnetguys.com/diecut_proof/D__P0318__2.5-x-2.5_P0318_Square-corner.jpg,Magnets,Preco
2.638,3.0027,P0319,P0319,20,Georgia,,NA,4,5,https://media.magnetguys.com/diecut_proof/D__P0319__2.6368-x-3.0027_P0319_PIM18011033_Georgia.jpg,Magnets,Preco
6,2.25,P0320,P0320,12,Rectangle,,Square,4,3,https://media.magnetguys.com/diecut_proof/D__P0320__2.25-x-6_P0320_Square-corner.jpg,Magnets,Preco
7.2203,6.9582,P0321,P0321,2,Tick,,NA,1,2,#N/A,Magnets,Preco
2.0751,4.2505,P0322,P0322,20,Foot Print,,NA,10,2,#N/A,Magnets,Preco
4,2.25,P0323,P0323,20,Oval,Oval,NA,4,5,#N/A,Magnets,Preco
2.5,2,P0324,P0324,28,Custom Shape,,NA,4,7,#N/A,Magnets,Preco
4.5,4,P0325,P0325,8,Custom Shape,,NA,4,2,#N/A,Magnets,Preco
7.75,4.5,P0326,P0326,4,Oval,Oval,NA,2,2,#N/A,Magnets,Preco
2.75,4.75,P0327,P0327,9,Rectangle,,Square,3,3,#N/A,Magnets,Preco
4.6769,4.5836,P0328,P0328,6,Custom Shape,,NA,2,3,#N/A,Magnets,Preco
5.75,8.75,P0329,P0329,3,Rectangle,,Square,1,3,#N/A,Magnets,Preco
3,3,P0330,P0330,15,Muffin,,NA,3,5,#N/A,Magnets,Preco
1,1,P0331,P0331,126,Custom - Square,,Square,18,7,#N/A,Magnets,Preco
11,10,P0332,P0332,1,Custom - Sqaure,,Square,1,1,#N/A,Magnets,Preco
4.6539,1.7045,P0333,P0333-P0523,15,Custom Truck (See also P0523),,NA,5,3,#N/A,Magnets,Preco
2,2,P0334,P0334-P1571-P1599,40,Square (See also P1571-P1599),,Square,20,2,https://media.magnetguys.com/diecut_proof/D__P0334-P1571-P1599__2-x-2_P0334-P1571-P1599_Square-corner.jpg,Magnets,Preco
4.25,4,P0335,P0335,8,Rectangle,,Round,4,2,#N/A,Magnets,Preco
3.75,2,P0336,P0336,20,Car,,NA,10,2,#N/A,Magnets,Preco
6,8,P0337,P0337,3,Rectangle,,Round,1,3,#N/A,Magnets,Preco
3.25,3.75,P0338,P0338,12,Rectangle,,Square,6,2,https://media.magnetguys.com/diecut_proof/D__P0338__3.25-x-3.75_P0338_square-corner_template.jpg,Magnets,Preco
4,6,P0339,P0030-P0339,6,Rectangle (See also P0030),,Square,3,2,#N/A,Magnets,Preco
5.875,5.875,P0340,P0340,3,Circle,Circle,NA,1,3,#N/A,Magnets,Preco
4,3.75,P0341,P0341,8,Faucet,,NA,4,2,#N/A,Magnets,Preco
3.5,4.75,P0342,P0342,9,Rectangle,,Round,3,3,#N/A,Magnets,Preco
11.5,3,P0343,P0343,3,Rectangle,,Square,3,1,#N/A,Magnets,Preco
2.81,2.29,P0344,P0344,21,Butterfly,,NA,3,7,#N/A,Magnets,Preco
4,6,P0345,P0345,4,Photo Frame,,Square,2,2,#N/A,Magnets,Preco
5.25,1.75,P0346,P0346,15,School Bus,,NA,5,3,#N/A,Magnets,Preco
5.75,8.75,P0347,P0347,-,Kiss Cut Magnet Sheet (Pineapple),,Square,1,,#N/A,Magnets,Preco
5.75,8.75,P0348,P0348,3,Kiss Cut Magnet Sheet (Pineapple),,Square,1,3,#N/A,Magnets,Preco
4.8303,4.4041,P0349,P0349,8,Custom Shape,,NA,4,2,#N/A,Magnets,Preco
5,5.25,P0350,P0350,6,Rectangle,,Round,2,3,#N/A,Magnets,Preco
5.125,1.9,P0351,P0351,15,PickupTruck,,NA,5,3,#N/A,Magnets,Preco
5.25,8,P0352,P0352,4,Rectangle,,Square,2,2,#N/A,Magnets,Preco
3,3.5,P0353,P0353,12,Wisconsin,,NA,6,2,https://media.magnetguys.com/diecut_proof/D__P0353__3-x-3.5_P0353_CM212140_Wisconsin-Shape.jpg,Magnets,Preco
4,3.25,P0354,P0354,12,Rectangle,,Round,6,2,https://media.magnetguys.com/diecut_proof/D__P0354__4-x-3.25_P0354_Round-corner.jpg,Magnets,Preco
4.1002,2.2907,P0355,P0355,16,Kansas Shape,Shaped,NA,8,2,#N/A,Magnets,Preco
7,2.5,P0356,P0356,8,Custom Shape,,NA,4,2,#N/A,Magnets,Preco
7,2.5,P0357,P0357,8,Custom Shape,,NA,4,2,#N/A,Magnets,Preco
4,7,P0358,P0358,4,Custom Shape,,NA,2,2,#N/A,Magnets,Preco
12.9411,5.4583,P0359,P0359,2,Custom Fish,,NA,1,2,#N/A,Magnets,Preco
4.25,2.25,P0360,P0360,8,Motorcycle Custom Shape,,NA,4,2,#N/A,Magnets,Preco
5,1.7,P0361,P0361,15,Custom Semi-Truck,,NA,5,3,#N/A,Magnets,Preco
2.74,2.53,P0362,P0362,24,Custom Shape Telephone,,NA,4,6,https://media.magnetguys.com/diecut_proof/D__P0362__2.74-x-2.53_P0362_CMD18012509_Custom-Telephone.jpg,Magnets,Preco
4.125,2.5,P0363,P0363,16,Rectangle,,Round,8,2,https://media.magnetguys.com/diecut_proof/D__P0363__4.125-x-2.5_P0363_Round-corner.jpg,Magnets,Preco
2.5,4.5,P0364,P0364,12,Rectangle,,Square,4,3,https://media.magnetguys.com/diecut_proof/D__P0364__2.5-x-4.5_P0364_Square-corner.jpg,Magnets,Preco
2.5,2.5,P0365,P0365,24,Tree,,NA,4,6,https://media.magnetguys.com/diecut_proof/D__P0365__2.5-x-2.5_P0365_CM41955_Tree-shape.jpg,Magnets,Preco
4.25,1.875,P0366,P0366,20,Discount Labels Standard Van,,NA,10,2,#N/A,Magnets,Preco
5.54,7.22,P0367,P0367,4,Awareness Ribbon,,NA,2,2,#N/A,Magnets,Preco
3.72,4.69,P0368,P0250-P0368,8,House (See also P0250),,NA,4,2,#N/A,Magnets,Preco
1.81,4.31,P0369,P0369,20,Truck SHAPE,,NA,10,2,#N/A,Magnets,Preco
2.25,2.25,P0370,P0370-P0421,28,Circle (See also P0421),Circle,NA,4,7,https://media.magnetguys.com/diecut_proof/D__P0370-P0421__2.25_P0370-P0421_Circle.jpg,Magnets,Preco
2.29,3.55,P0371,P0371,16,Light bulb,,NA,8,2,https://media.magnetguys.com/diecut_proof/D__P0371__2.29-x-3.55_P0371_Bulbe-Shape.jpg,Magnets,Preco
3.5,3,P0372,P0372,15,Box,,NA,3,5,#N/A,Magnets,Preco
7.6934,4.4083,P0373,P0373,4,Bear,,NA,2,2,#N/A,Magnets,Preco
6,3,P0374,P0374,9,Custom Shape,,NA,3,3,#N/A,Magnets,Preco
5.5,5.5,P0375,P0375,3,Magna Phrase,,Square,1,3,#N/A,Magnets,Preco
3,7,P0376,P0376,6,Rectangle,,Round,3,2,https://media.magnetguys.com/diecut_proof/D__P0376__7-x-3_P0376_Round-corner.jpg,Magnets,Preco
2.25,2.25,P0377,P0377,28,Octagon,,NA,4,7,https://media.magnetguys.com/diecut_proof/D__P0377__2.25-x-2.25_P0377_Octagon-Shape.jpg,Magnets,Preco
3.4375,1.875,P0378,P0378,25,Pennant,,NA,5,5,https://media.magnetguys.com/diecut_proof/D__P0378__3.4375-x-1.875_P0378_Pennant-Shape.jpg,Magnets,Preco
3.99,6.22,P0379,P0379,6,Shark,,NA,3,2,#N/A,Magnets,Preco
10,1.5,P0380,P0380,6,Rectalngle,,Square,6,1,https://media.magnetguys.com/diecut_proof/D__P0380__10-x-1.5_P0380_Square-corner.jpg,Magnets,Preco
4,6.5,P0381,P0381,4,Cross,,NA,2,2,#N/A,Magnets,Preco
7,7,P0382,P0382,2,Shield,,NA,1,2,#N/A,Magnets,Preco
7.4073,9.9016,P0383,P0383,2,Hoops,,NA,1,2,#N/A,Magnets,Preco
3.5,3.33,P0384,P0384,15,Texas,,NA,3,5,https://media.magnetguys.com/diecut_proof/D__P0384__3.5-x-3.33_P0384_CMD18013121_CM217808_Texas-State-Shape.jpg,Magnets,Preco
5.125,1.9,P0385,P0385,15,Fire Truck,,NA,5,3,https://media.magnetguys.com/diecut_proof/D__P0385__5.125-x-1.9_P0385_CM21481_Fire-Truck-Shape.jpg,Magnets,Preco
10,2,P0386,P0386,5,Rectangle,,Square,5,1,https://media.magnetguys.com/diecut_proof/D__P0386__10-x-2_P0386_Square-corner.jpg,Magnets,Preco
3,3,P0387,P0387,15,Chat Bubble,,NA,3,5,#N/A,Magnets,Preco
4.5,4.5,P0388,P0388,6,Instapot,,NA,2,3,#N/A,Magnets,Preco
4.7,5,P0389,P0389,6,Custom Shield,,NA,2,3,#N/A,Magnets,Preco
5.0318,5.4876,P0390,P0390,6,Custom Shield,,NA,2,3,#N/A,Magnets,Preco
5.25,5.25,P0391,P0391,6,Circle (Pizza) with 6 Slices,Circle,NA,2,3,#N/A,Magnets,Preco
3.7746,1.7594,P0392,P0392,20,Police car,,NA,5,4,#N/A,Magnets,Preco
9.5,7.5,P0393,P0393,2,Retangle,,Square,1,2,#N/A,Magnets,Preco
5,6.5,P0394,P0394,4,Picture Frame - Square Center,Picture Frame,Round,2,2,#N/A,Magnets,Preco
4,7,P0395,P0395,4,Pizza Schedule,,NA,2,2,#N/A,Magnets,Preco
3.125,3.5,P0396,P0396,15,Pizza Slice Large,,NA,5,3,#N/A,Magnets,Preco
1.875,2.625,P0397,P0397,30,Pizza Slice Small,,NA,10,3,https://media.magnetguys.com/diecut_proof/D__P0397__1.875-x-2.625_P0397_Pizza-Slice-Sml.jpg,Magnets,Preco
4,6,P0398,P0398,8,Pizza Slice Jumbo,,NA,4,2,#N/A,Magnets,Preco
1.75,2.25,P0399,P0399,35,Tooth,,NA,5,7,https://media.magnetguys.com/diecut_proof/D__P0399__1.75-x-2.25_P0399_CMD18020714_CM217939_Tooth-Shape.jpg,Magnets,Preco
7.375,5,P0400,P0400,4,Picture Frame - Square (See also P1840),Picture Frame,Square,2,2,#N/A,Magnets,Preco
3.855,2.637,P0401,P0401,12,Custom,,NA,6,2,#N/A,Magnets,Preco
2.495,5.0529,P0402,P0402,12,Custom,,NA,4,3,#N/A,Magnets,Preco
4.9259,2.9152,P0403,P0403,10,Oval,Oval,NA,2,5,#N/A,Magnets,Preco
3.5347,2.7167,P0404,P0404,12,Custom,,NA,6,2,#N/A,Magnets,Preco
6,4,P0405,P0405,6,Pennant,,Na,2,3,#N/A,Magnets,Preco
4.4925,2.4719,P0406,P0406,12,Business Card House Topper,,NA,4,3,#N/A,Magnets,Preco
4,7,P0407,P0407,6,Football,,NA,2,3,#N/A,Magnets,Preco
5.37,2.68,P0408,P0408,9,Custom,,NA,3,3,#N/A,Magnets,Preco
3.25,3,P0409,P0409,15,Heart,,NA,3,5,#N/A,Magnets,Preco
5.5,4,P0410,P0410,8,Rectangle,,Square,4,2,#N/A,Magnets,Preco
3.75,3.75,P0411,P0411,8,Circle,Circle,NA,4,2,#N/A,Magnets,Preco
12,12,P0412,P0412,1,Circle,Circle,NA,1,1,#N/A,Magnets,Preco
2.75,2.75,P0413,P0413,18,Angel,,NA,9,2,#N/A,Magnets,Preco
3.5,2.5,P0414,P0414,20,CUSTOM TOOTH SHAPE,,NA,4,5,https://media.magnetguys.com/diecut_proof/D__P0414__2.5-x-3.5_P0414_CMD18021211_CM2111231_Tooth-Shape.jpg,Magnets,Preco
3.25,6,P0415,P0415,9,Rectangle,,Square,3,3,#N/A,Magnets,Preco
3.25,3,P0416,P0416,15,Rectangle,,Square,3,5,https://media.magnetguys.com/diecut_proof/D__P0416__3.25-x-3_P0416_square-corner_template.jpg,Magnets,Preco
3.06,1.37,P0417,P0417,30,CUSTOM VAN SHAPE,,NA,6,5,#N/A,Magnets,Preco
5.25,1.5,P0418,P0418,30,CUSTOM Kiss cut,,Square,6,5,#N/A,Magnets,Preco
10,2.5,P0419,P0419,4,CUSTOM RECTANGLE,,NA,4,1,#N/A,Magnets,Preco
3.75,4.75,P0420,P0420,8,DL Custom,,NA,4,2,#N/A,Magnets,Preco
2.25,2.25,P0421,P0370-P0421,28,Circle (See also P0370),Circle,NA,4,7,https://media.magnetguys.com/diecut_proof/D__P0370-P0421__2.25_P0370-P0421_Circle.jpg,Magnets,Preco
3.5,3,P0422,P0422,12,DL Custom,,NA,6,2,#N/A,Magnets,Preco
5,7.5,P0423,P0423,4,Rectangle,,Round,2,2,#N/A,Magnets,Preco
3.1875,2.875,P0424,P0424,18,Texas,,NA,9,2,#N/A,Magnets,Preco
3.4456,4.0345,P0425,P0425,12,Custom,,NA,6,2,#N/A,Magnets,Preco
4.5,2.25,P0426,P0426,16,Delivery Truck,,NA,4,4,#N/A,Magnets,Preco
2.75,4.5,P0427,P0427,12,Bear,,NA,6,2,#N/A,Magnets,Preco
2.7,2.49,P0428,P0428,24,Pizza Slice Shape,,NA,12,2,#N/A,Magnets,Preco
4,7,P0429,P0429,4,Rectangle Picture Frame,Picture Frame,Round,2,2,#N/A,Magnets,Preco
7.75,5.62,P0430,P0430,3,Circle-Arrow- Arrow Point Right,Circle,NA,1,3,#N/A,Magnets,Preco
7.75,5.62,P0431,P0431,3,Circle-Arrow- Arrow Point Left,Circle,NA,1,3,#N/A,Magnets,Preco
3,4.5,P0432,P0432,9,Rectangle,,Square,3,3,https://media.magnetguys.com/diecut_proof/D__P0432__3-x-4.5_P0432_Square-corner.jpg,Magnets,Preco
6.0451,3.2351,P0433,P0433,9,Dinosaur,,NA,3,3,#N/A,Magnets,Preco
2,1,P0434,P0434,72,Rectangle,,Square,18,4,#N/A,Magnets,Preco
7.5,5.5,P0435,P0435,3,Rectangle,,Square,1,3,#N/A,Magnets,Preco
3,8,P0436,P0436,6,Rectangle,,Square,3,2,https://media.magnetguys.com/diecut_proof/D__P0436__3-x-8_P0436_Square-corner.jpg,Magnets,Preco
2,2.75,P0437,P0437,30,Custom Shape,,NA,5,6,#N/A,Magnets,Preco
2.5,5,P0438,P0438,12,Rectangle,,Square,4,3,https://media.magnetguys.com/diecut_proof/D__P0438__5-x-2.5_P0438_Square-corner.jpg,Magnets,Preco
4.75,7,P0439,P0076-P0439,4,Picture Frame Shape (See also P0076),Picture Frame,Square,2,2,#N/A,Magnets,Preco
7.5,5.5,P0440,P0440,6,Rectangle 13.3 x 28,,Square,2,3,#N/A,Magnets,Preco
2,2,P0441,P0441,40,Custom Heart Shape,,NA,20,2,#N/A,Magnets,Preco
2,3.5,P0442,P0442,24,House Shape,,NA,12,2,#N/A,Magnets,Preco
3.6,3.5,P0443,P0443,12,Spider Shape,,NA,3,4,#N/A,Magnets,Preco
